,Restaurant Name,Negative Sentiment,Positive Sentiment,Address
6728,Hunter Kitchen,8,12,"Dhaka, Bangladesh"
6729,Huri's Yummy Kitchen,5,15,"Dhaka, Bangladesh"
6730,Hurricane Cafe,18,2,"Dhaka, Bangladesh"
6731,Hyderabadi Biryani House,8,12,"Dhaka, Bangladesh"
6732,Hygiene Kitchen,1,19,"Dhaka, Bangladesh"
6733,Hygienic Homemade Snacks,4,16,"Dhaka, Bangladesh"
6734,I Cafe Fast Food & Restaurant,19,1,"Dhaka, Bangladesh"
6735,I Food- Mirpur,10,10,"Dhaka, Bangladesh"
6736,I Love My Home,14,6,"Dhaka, Bangladesh"
6737,IBIZA Bistro,11,9,"Dhaka, Bangladesh"
6738,ICE BAR - Mirpur,6,14,"Dhaka, Bangladesh"
6739,IQRA Restaurant,8,12,"Dhaka, Bangladesh"
6740,IZZ Cafe & Lounge,11,9,"Dhaka, Bangladesh"
6741,Icche Dana,8,12,"Dhaka, Bangladesh"
6742,Ice Bank,14,6,"Dhaka, Bangladesh"
6743,Ice Bank - Kazi Asparagus,12,8,"Dhaka, Bangladesh"
6744,Ice Bar Rajshahi,7,13,"Dhaka, Bangladesh"
6745,Ice Berg,8,12,"Dhaka, Bangladesh"
6746,Ice N Burger,3,17,"Dhaka, Bangladesh"
6747,Ichi,15,5,"House-32, Rd-11, Banani Block-G, Level 2, 1213 Dhaka"
6748,Ichiban,2,18,"Dhaka, Bangladesh"
6749,Ichika Restaurant,10,10,"Dhaka, Bangladesh"
6750,Iconic Taste,12,8,"Dhaka, Bangladesh"
6751,Icy Spicy,6,14,"Dhaka, Bangladesh"
6752,Idea Restaurant,3,17,"Dhaka, Bangladesh"
6753,Iffat's Kitchen,3,17,"Dhaka, Bangladesh"
6754,Ifti's Kitchen,14,6,"Dhaka, Bangladesh"
6755,Ikra Hotel & Restaurant,7,13,"Dhaka, Bangladesh"
6756,Ikra Restaurant & Biryani House,1,19,"Dhaka, Bangladesh"
6757,Ila's Food Launch,18,2,"Dhaka, Bangladesh"
6758,Ilish Bari,18,2,"Dhaka, Bangladesh"
6759,Imam Chotpoti House,13,7,"Dhaka, Bangladesh"
6760,Imlii Thai & Chinese Restaurant,20,0,"Dhaka, Bangladesh"
6761,Imrossi Foods,2,18,"Dhaka, Bangladesh"
6762,In & Out - Chitagong,4,16,"Dhaka, Bangladesh"
6763,In Love With Foods,14,6,"Dhaka, Bangladesh"
6764,In N Out,5,15,"Dhaka, Bangladesh"
6765,In The Box,6,14,"Dhaka, Bangladesh"
6766,In Wrap - Gulshan,8,12,"Dhaka, Bangladesh"
6768,In Wrap-Banasree,8,12,"Dhaka, Bangladesh"
6769,In Wrap-Dhanmondi,11,9,"Dhaka, Bangladesh"
6770,Inaaya's Kitchen,5,15,"Dhaka, Bangladesh"
6771,Inaya's,6,14,"Dhaka, Bangladesh"
6772,Inaya's Kitchen,14,6,"Dhaka, Bangladesh"
6773,Incheez,2,18,"Dhaka, Bangladesh"
6774,Indian Curry House,7,13,"Dhaka, Bangladesh"
6775,Indian Dhaba,5,15,"Dhaka, Bangladesh"
6776,Indian Dosa,7,13,"Dhaka, Bangladesh"
6777,Indian Dosa & Fuska House,6,14,"Dhaka, Bangladesh"
6778,Indian Dosa Express - Banasree,10,10,"Dhaka, Bangladesh"
6779,Indian Express,18,2,"Dhaka, Bangladesh"
6780,Indian Fried Chicken,7,13,"Dhaka, Bangladesh"
6781,Indian Handi,5,15,"Dhaka, Bangladesh"
6782,Indian Kacchi,13,7,"Dhaka, Bangladesh"
6783,Indian Kitchen - Gulshan 2,18,2,"Dhaka, Bangladesh"
6784,Indian Kitchen - Sylhet,16,4,"Dhaka, Bangladesh"
6785,Indian Kitchen -Banani,16,4,"Dhaka, Bangladesh"
6786,Indian Pani Puri and Velpuri,2,18,"Dhaka, Bangladesh"
6787,Indian Shahi Biryani,20,0,"Dhaka, Bangladesh"
6788,Indian Spicy,15,5,"Dhaka, Bangladesh"
6789,Indian Spicy & Sea Food,3,17,"Dhaka, Bangladesh"
6790,Indian Spicy Chicken-Shahjadpur,13,7,"Dhaka, Bangladesh"
6791,Indian Spicy King-01,12,8,"Dhaka, Bangladesh"
6792,Indian Spicy and Delhi Darbar,6,14,"Dhaka, Bangladesh"
6793,Indian Street Food,10,10,"Dhaka, Bangladesh"
6794,Indian Style Shake & Sweets,20,0,"Dhaka, Bangladesh"
6795,Indian Tasty - Bashundhara City,20,0,"Dhaka, Bangladesh"
6796,Indian Thai & Chinese,8,12,"Dhaka, Bangladesh"
6797,Indian kitchen,10,10,"Dhaka, Bangladesh"
6798,Indiano Table,7,13,"Dhaka, Bangladesh"
6799,Indo Chinese,13,7,"Dhaka, Bangladesh"
6800,Indulge - Wari,3,17,"Dhaka, Bangladesh"
6801,Innovative Foods (Sweets & Snacks),18,2,"Dhaka, Bangladesh"
6802,Insaf Cafe,9,11,"Dhaka, Bangladesh"
6803,Insia Food Palace Chinese Restaurant & Party Center,12,8,"Dhaka, Bangladesh"
6804,Insta-Eats Catering,15,5,"Dhaka, Bangladesh"
6805,Instant Cake,14,6,"Dhaka, Bangladesh"
6806,Instant Kitchen CTG,7,13,"Dhaka, Bangladesh"
6807,Intaz Restora and Chili Spicy,18,2,"Dhaka, Bangladesh"
6808,InterContinental Dhaka,7,13,"1 Minto Road , GPO Box 504 , Dhaka ,1000, Bangladesh, 1000 Dhaka"
6809,Intro Food,20,0,"Dhaka, Bangladesh"
6810,Iqra Food,16,4,"Dhaka, Bangladesh"
6811,Iqra Thai & Chinese Restaurant,14,6,"586 Shewrapara.Rokeya Sorani.Mirpur. Dhaka 1216, 1216 Dhaka"
6853,Irinaâ€™s Kitchen & Cuisine,19,1,"Dhaka, Bangladesh"
6854,Ishika's Kitchen,17,3,"Dhaka, Bangladesh"
6855,Ishti Kutum,18,2,"Dhaka, Bangladesh"
6856,Ishti Kutum Chinese Restaurant,17,3,"Dhaka, Bangladesh"
6857,Ishti Kutum Restaurant,3,17,"Dhaka, Bangladesh"
6858,Ishu's Kitchen,13,7,"Dhaka, Bangladesh"
6859,Islam Canteen,17,3,"Dhaka, Bangladesh"
6860,Islamia Bakery - Faridpur,12,8,"Dhaka, Bangladesh"
6861,Islamia Chotpoti & Fuchka House,15,5,"Dhaka, Bangladesh"
6862,Islamia Hotel & Restora,5,15,"Dhaka, Bangladesh"
6863,Islamia Pochur Hotel,6,14,"Dhaka, Bangladesh"
6864,Islamia Restaurant,8,12,"Dhaka, Bangladesh"
6865,Islamiya Misti Ghor - Nirala Mor,9,11,"Dhaka, Bangladesh"
6866,Island Beach Restaurant,15,5,"Dhaka, Bangladesh"
6867,Ismahan's Kitchen,1,19,"Dhaka, Bangladesh"
6868,Israq's Kitchen,5,15,"Dhaka, Bangladesh"
6869,Israt Cooking,16,4,"Dhaka, Bangladesh"
6870,Israt Cooking World,1,19,"Dhaka, Bangladesh"
6871,Israt's Kitchen,6,14,"Dhaka, Bangladesh"
6872,Issa - Wrap,13,7,"Dhaka, Bangladesh"
6873,Isti Bari,16,4,"Dhaka, Bangladesh"
6874,It's Humanity Foundation,8,12,"Dhaka, Bangladesh"
6875,Itali's Kitchen,18,2,"Dhaka, Bangladesh"
6876,Italian Juice and Coffee Bar,17,3,"Dhaka, Bangladesh"
6877,Italian Pizza Bar,4,16,"House# 8, Road# 5 Prodhan shorok, Block -A, Nobodoy Housing Society Mohammadpur, Dhaka (Nobodoy Housing Society Jame Masjid), 1207 Dhaka"
6897,Italian Pizza House,1,19,"Dhaka, Bangladesh"
6898,Italian Pizza Hut,9,11,"Dhaka, Bangladesh"
6899,Italian Pizza Pasta,8,12,"Dhaka, Bangladesh"
6900,Ittyadi - Rayerbazar,13,7,"Dhaka, Bangladesh"
6901,Ityadi Hotel,8,12,"Dhaka, Bangladesh"
6902,Ityadi Hotel & Restaurant,20,0,"Dhaka, Bangladesh"
6903,Izumi,14,6,"Dhaka, Bangladesh"
6904,J.S Tasty Fast Food & Bakery - Bangla Bazar,18,2,"Dhaka, Bangladesh"
6905,JFC,12,8,"Dhaka, Bangladesh"
6906,JFC (Jannat Fried Chicken) - Catering Service,2,18,"Dhaka, Bangladesh"
6907,JFC Fast Food,8,12,"Dhaka, Bangladesh"
6908,JFC Food Corner,19,1,"Dhaka, Bangladesh"
6909,JFC Restaurant & Coffee Shop,11,9,"Dhaka, Bangladesh"
6910,JFC Restaurant & Convention Center,16,4,"Dhaka, Bangladesh"
6911,JN Food Corner,10,10,"Dhaka, Bangladesh"
6912,Ja Chai Sob Pabe,8,12,"Dhaka, Bangladesh"
6913,Jaas Restaurant,11,9,"Dhaka, Bangladesh"
6914,Jaba-Green Road,12,8,"Dhaka, Bangladesh"
6915,Jabale Akhdar Lounge,4,16,"Dhaka, Bangladesh"
6916,Jabeenâ€™s Snacks n Bakes,19,1,"Dhaka, Bangladesh"
6917,Jaber Plus Hot Cake,1,19,"Block # D, Section # 11, Line # 27, House # 28, Mirpur,(opposite Faysal.s Hot Cake), 1216 Dhaka"
6918,Jackie Chan's Kitchen,20,0,"Dhaka, Bangladesh"
6919,Jackpot Bangladesh - Demra,19,1,"Dhaka, Bangladesh"
6920,Jackpot Bangladesh- Konapara,13,7,"Dhaka, Bangladesh"
6921,Jacksburg,9,11,"Dhaka, Bangladesh"
6922,Jackson's Fried Chicken - Barisal,10,10,"Dhaka, Bangladesh"
6923,Jackson's Fried Chicken - Bashundhara,4,16,"Dhaka, Bangladesh"
6924,Jackson's Fried Chicken - Comilla,15,5,"Dhaka, Bangladesh"
6925,Jackson's Fried Chicken - Feni,4,16,"Dhaka, Bangladesh"
6926,Jackson's Fried Chicken - Kotwali,13,7,"Dhaka, Bangladesh"
6927,Jackson's Fried Chicken - Mymensingh,6,14,"Dhaka, Bangladesh"
6928,Jackson's Fried Chicken - Rajshahi,3,17,"Dhaka, Bangladesh"
6929,Jackson's Fried Chicken - Sylhet,17,3,"Dhaka, Bangladesh"
6930,Jafran Biryani House,16,4,"Dhaka, Bangladesh"
6931,Jafran Kacchi Biryani House,9,11,"Dhaka, Bangladesh"
6932,Jafran Resto,18,2,"Dhaka, Bangladesh"
6933,Jafran Tehari Ghor,5,15,"Dhaka, Bangladesh"
6934,Jafrani Biriyani House,7,13,"Dhaka, Bangladesh"
6935,Jafrani Biryani House,16,4,"Dhaka, Bangladesh"
6936,Jagannath Bhojonalaya - Tanti Bazar,3,17,"Dhaka, Bangladesh"
6937,Jagannath Veg,15,5,"Dhaka, Bangladesh"
6938,Jahagir mamar Jalmuri,19,1,"Dhaka, Bangladesh"
6939,Jahan Food Corner,1,19,"Dhaka, Bangladesh"
6940,Jahan Food and Collection,15,5,"Dhaka, Bangladesh"
6941,Jahan's Cook,6,14,"Dhaka, Bangladesh"
6942,Jahanara Fast Food Shop,15,5,"Dhaka, Bangladesh"
6943,Jahanara's Cooking Corner,13,7,"Dhaka, Bangladesh"
6944,Jahanara's Kitchen,5,15,"Dhaka, Bangladesh"
6945,Jahanggir Chotpoti House-2,12,8,"Dhaka, Bangladesh"
6946,Jahangir Chotpoti & Fuchka House,3,17,"Dhaka, Bangladesh"
6947,Jahangir Hotel and Restaurant,6,14,"Dhaka, Bangladesh"
6948,Jahangir Mamar Chotpoti & Fuchka,19,1,"Dhaka, Bangladesh"
6949,Jahangir Mamar Chotpoti Fuchka,12,8,"Dhaka, Bangladesh"
6950,Jahangir Vegetable Biryani House,7,13,"Dhaka, Bangladesh"
6951,Jahanâ€™s Kitchen,10,10,"Dhaka, Bangladesh"
6952,Jahapana Fast Food,2,18,"Dhaka, Bangladesh"
6953,Jahid Bhai er Bismillah Chotpoti - Feni,15,5,"Dhaka, Bangladesh"
6954,Jahid Bhaier Chotpoti Fuchka & Mini Chinese,7,13,"Dhaka, Bangladesh"
6955,Jahid Fast Food & Bakery,14,6,"Dhaka, Bangladesh"
6956,Jakir Mamar Chotpoti & Fuchka - Uttara,2,18,"Dhaka, Bangladesh"
6957,Jalal Bhatghor,10,10,"Dhaka, Bangladesh"
6958,Jalal Chotpoti & Fuchka House,17,3,"Dhaka, Bangladesh"
6959,Jalal's Kitchen,15,5,"Dhaka, Bangladesh"
6960,Jalalabad Hotel & Restaurant,4,16,"Dhaka, Bangladesh"
6961,Jalapeno Cafe Lebanese,14,6,"Dhaka, Bangladesh"
6962,Jalapenos,2,18,"Dhaka, Bangladesh"
6963,Jaltaranga -Bangla Restaurant,14,6,"Dhaka, Bangladesh"
6964,Jaltaranga Chinese Restaurant,16,4,"Dhaka, Bangladesh"
6965,Jam Jam Biryani House,17,3,"Dhaka, Bangladesh"
6966,Jam Jam Fuchka & Juice Bar,6,14,"Dhaka, Bangladesh"
6967,Jam Jam Kacchi Bhai,5,15,"Dhaka, Bangladesh"
6968,Jamal Bhaiyer Bhel Puri - Medda,19,1,"Dhaka, Bangladesh"
6969,Jamal Milk Shake & Juice Corner,8,12,"Dhaka, Bangladesh"
6970,Jamia Fast Food,11,9,"Dhaka, Bangladesh"
6971,Jamil Akter Roton Canteen,2,18,"Dhaka, Bangladesh"
6972,Jana's Kitchen,17,3,"Dhaka, Bangladesh"
6973,Janani Homemade,19,1,"Dhaka, Bangladesh"
6974,Janani Restora,1,19,"Dhaka, Bangladesh"
6975,Janata Hotel,6,14,"Dhaka, Bangladesh"
6976,Janata Restaurant & Bhat Ghor,15,5,"Dhaka, Bangladesh"
6977,Jannat Apa's Kitchen,10,10,"Dhaka, Bangladesh"
6978,Jannat Biryani House - Savar,9,11,"Dhaka, Bangladesh"
6979,Jannat Burger & Coffee House,14,6,"Dhaka, Bangladesh"
6980,Jannat Food Gallary,6,14,"Dhaka, Bangladesh"
6981,Jannat Hotel & Restaurant,1,19,"Dhaka, Bangladesh"
6982,Jannat Hotel & Restaurant O Bhorta Ghor,8,12,"Dhaka, Bangladesh"
6983,Jannat Hotel And Kabab Ghor,1,19,"Dhaka, Bangladesh"
6984,Jannat Kitchen,12,8,"Dhaka, Bangladesh"
6985,Jannat Kitchen - Lalbagh,3,17,"Dhaka, Bangladesh"
6986,Jannat Momo's,15,5,"Dhaka, Bangladesh"
6987,Jannat Vegetables - Nasirabad,8,12,"Dhaka, Bangladesh"
6988,Jannat's Baking Zone,1,19,"Dhaka, Bangladesh"
6989,Jannat's Home Kitchen,4,16,"Dhaka, Bangladesh"
6990,Jannat's Kitchen,9,11,"Dhaka, Bangladesh"
6991,Jannati Food,1,19,"Dhaka, Bangladesh"
6992,Jannati Food Palace,9,11,"Dhaka, Bangladesh"
6993,Jannati's Kitchen,12,8,"Dhaka, Bangladesh"
6994,Jannatul's Kitchen,13,7,"Dhaka, Bangladesh"
6995,Jannatâ€™s Kitchen,2,18,"Dhaka, Bangladesh"
6996,Jannatâ€™s Yummy Kitchen,12,8,"Dhaka, Bangladesh"
6997,Jaobon Restora,18,2,"Dhaka, Bangladesh"
6998,Japanese Flavors - Delivery,15,5,"Dhaka, Bangladesh"
6999,Japanese Flavour - Bashtola Delivery,6,14,"Dhaka, Bangladesh"
7000,Japanese Restaurant Takumi,5,15,"Dhaka, Bangladesh"
7001,Japchae,3,17,"Dhaka, Bangladesh"
7002,Jar Cake Heaven,20,0,"Dhaka, Bangladesh"
7003,Jarifâ€™s Kitchen,20,0,"Dhaka, Bangladesh"
7004,Jarin's Kitchen,7,13,"Dhaka, Bangladesh"
7005,Jasco,20,0,"Shop-11 Level-6 Fortune Shopping mall Malibagh Dhaka 1217, 1217 Dhaka"
7009,Jashim Biryani House,9,11,"Dhaka, Bangladesh"
7010,Jashim Hotel - Feni,5,15,"Dhaka, Bangladesh"
7011,Jasim Mama Chotpoti and Fuchka,9,11,"Dhaka, Bangladesh"
7012,Jasmin's Kitchen,17,3,"Dhaka, Bangladesh"
7013,Jawad Cafe,17,3,"Dhaka, Bangladesh"
7014,Jay's Craft,12,8,"Dhaka, Bangladesh"
7015,Jb Kitchen,19,1,"Dhaka, Bangladesh"
7016,Jeba's Kitchen,19,1,"Dhaka, Bangladesh"
7017,Jello Momos,6,14,"Dhaka, Bangladesh"
7018,Jenava Kebab- Mirpur,14,6,"Dhaka, Bangladesh"
7019,Jerin Biryani House,15,5,"Dhaka, Bangladesh"
7020,Jerinâ€™s Kitchen,18,2,"Dhaka, Bangladesh"
7021,Jerry Bees - Sector 7,5,15,"Dhaka, Bangladesh"
7022,Jesmin Home Kitchen,19,1,"Dhaka, Bangladesh"
7023,Jesmin's Kitchen,5,15,"Dhaka, Bangladesh"
7024,Jesmine's Kitchen,3,17,"Dhaka, Bangladesh"
7025,Jess Food Park,11,9,"Dhaka, Bangladesh"
7026,Jessi Food Zone,10,10,"Dhaka, Bangladesh"
7027,Jessore Chotpoti - Mirpur,1,19,"Dhaka, Bangladesh"
7028,Jessore Chotpoti and Fuchka House,14,6,"Dhaka, Bangladesh"
7029,Jessore Star Kabab,2,18,"Dhaka, Bangladesh"
7030,Jessy's Cooking,5,15,"Dhaka, Bangladesh"
7031,Jewel Kitchen,11,9,"Dhaka, Bangladesh"
7032,Jhaker Restaurant & Kabab Ghor,14,6,"Dhaka, Bangladesh"
7033,Jhal Baba-Chorpara,4,16,"Dhaka, Bangladesh"
7034,Jhal Ghor,20,0,"Dhaka, Bangladesh"
7035,Jhal Hut,8,12,"Dhaka, Bangladesh"
7036,Jhalghor,17,3,"Dhaka, Bangladesh"
7037,Jhatpot Nasta,10,10,"Dhaka, Bangladesh"
7038,Jhawbon Classic Restaurant,18,2,"Dhaka, Bangladesh"
7039,Jheel Kutum Cafe,17,3,"Dhaka, Bangladesh"
7040,Jheel Town,20,0,"Dhaka, Bangladesh"
7041,Jhenaidah Mini Fast Food,19,1,"Dhaka, Bangladesh"
7042,Jhenuk Kebab and Restaurant,1,19,"Dhaka, Bangladesh"
7043,Jhinuker Roshuighor,3,17,"Dhaka, Bangladesh"
7044,Jhorna Home Kitchen,4,16,"Dhaka, Bangladesh"
7045,Jhotpot,12,8,"Dhaka, Bangladesh"
7046,Jhotpot Khanapina,19,1,"Dhaka, Bangladesh"
7047,Jhotpot Kitchen,10,10,"Dhaka, Bangladesh"
7048,Jhotpot Rannaghor - Uttara,5,15,"Dhaka, Bangladesh"
7049,Jhumur's Kitchen,17,3,"Dhaka, Bangladesh"
7050,Jibhe Jol,20,0,"Dhaka, Bangladesh"
7051,Jibhe Jol Onorgol,11,9,"Dhaka, Bangladesh"
7052,Jiboner Proyojone,11,9,"Dhaka, Bangladesh"
7053,Jielian Restaurant & Party Center - Bank Colony Branch,11,9,"Dhaka, Bangladesh"
7054,Jihad Shahi Biryani House,11,9,"Dhaka, Bangladesh"
7055,Jihan Hotel & Fuchka House,13,7,"Dhaka, Bangladesh"
7056,Jilani Food,2,18,"Dhaka, Bangladesh"
7057,Jilani Food - Khulshi,6,14,"Dhaka, Bangladesh"
7058,Jilani Food - Nasiarabad,5,15,"Dhaka, Bangladesh"
7059,Jilapi Express,15,5,"Dhaka, Bangladesh"
7060,Jingling Chinese Restaurant,18,2,"Dhaka, Bangladesh"
7061,Jinia's Kitchen,2,18,"Dhaka, Bangladesh"
7062,Jiniya's Kitchen,19,1,"Dhaka, Bangladesh"
7063,Jinni,14,6,"Dhaka, Bangladesh"
7064,Jishan Foods,14,6,"Dhaka, Bangladesh"
7065,Jishan's Kitchen,4,16,"Dhaka, Bangladesh"
7066,Jive Jol Kabab Me Haddi,16,4,"Dhaka, Bangladesh"
7067,Jk Halal Foods,15,5,"Dhaka, Bangladesh"
7068,Joba's Kitchen,14,6,"Dhaka, Bangladesh"
7069,Jobeda's Kitchen,15,5,"Dhaka, Bangladesh"
7070,Jogakhichuri,16,4,"Dhaka, Bangladesh"
7071,Jogonath Proshadhom,19,1,"Dhaka, Bangladesh"
7072,Jogonnath Bhojonaloy,10,10,"Dhaka, Bangladesh"
7073,Joha's Kitchen,2,18,"Dhaka, Bangladesh"
7074,Johirer Tripti Chotpoti & Fuchka,2,18,"Dhaka, Bangladesh"
7075,Jol Khabar,16,4,"Dhaka, Bangladesh"
7076,Jol Torongo Cafe,10,10,"Dhaka, Bangladesh"
7077,Jol torongo Cafe,13,7,"Dhaka, Bangladesh"
7078,Jolabhati Kitchen,16,4,"Dhaka, Bangladesh"
7079,Jolil Hotel,12,8,"Dhaka, Bangladesh"
7080,Jolly's Kitchen,4,16,"Jatiyo Mohila Sangstha,145, New Baily Rd, Dhaka 1000, 1000 Dhaka"
7093,Jollyâ€™s Kitchen,11,9,"Dhaka, Bangladesh"
7094,Jolojog,18,2,"Dhaka, Bangladesh"
7095,Jolpai Restaurant,14,6,"Dhaka, Bangladesh"
7096,Jolpai Restaurant & Party Center,9,11,"Dhaka, Bangladesh"
7097,Jolshaghor Fuchka House,9,11,"Dhaka, Bangladesh"
7098,Jom Jom Kacchi Biryani House,14,6,"Dhaka, Bangladesh"
7099,Jonaki Store & Famous Jewel vai er Fuska-Chotpoti,3,17,"Dhaka, Bangladesh"
7100,Jonaki's Food studio,1,19,"Dhaka, Bangladesh"
7101,Jononi Restora (Bangla Khabar),9,11,"Dhaka, Bangladesh"
7102,Joshim Chotpoti & Biryani Bhandar,16,4,"Dhaka, Bangladesh"
7103,Josim Food Corner,14,6,"Dhaka, Bangladesh"
7104,Joss Khaite,10,10,"Dhaka, Bangladesh"
7105,Journey by Boat Cafe,18,2,"Dhaka, Bangladesh"
7106,Joydebpur Biryani House,7,13,"Dhaka, Bangladesh"
7107,Joyeeta ( Ancholik ),10,10,"Dhaka, Bangladesh"
7108,Joyeeta ( Bahari Ahar Shop- 02),3,17,"Dhaka, Bangladesh"
7109,Joyeeta (Bahari Ahar),4,16,"Dhaka, Bangladesh"
7110,Joyeeta (Bahari Ahar) - Stall 04,9,11,"Dhaka, Bangladesh"
7111,Joykali Restaurant,10,10,"Dhaka, Bangladesh"
7112,Joynab's Kitchen,15,5,"Dhaka, Bangladesh"
7113,Joyoti Home Kitchen,19,1,"Dhaka, Bangladesh"
7114,Joytu Catering,10,10,"Dhaka, Bangladesh"
7115,JozZ,9,11,"Dhaka, Bangladesh"
7116,Jubaidaâ€™s Kitchen,16,4,"Dhaka, Bangladesh"
7117,Jublee's Kitchen- Snacks & Frozen Food,9,11,"Dhaka, Bangladesh"
7118,Juice Bank,2,18,"Dhaka, Bangladesh"
7119,Juice Bar,10,10,"Dhaka, Bangladesh"
7120,Juice Box Chotpoti & Fuchka,6,14,"Dhaka, Bangladesh"
7121,Juice Express,2,18,"Dhaka, Bangladesh"
7122,Juice Factory,8,12,"Dhaka, Bangladesh"
7123,Juice Fantasy,11,9,"Dhaka, Bangladesh"
7124,Juice Garden,1,19,"Dhaka, Bangladesh"
7125,Juice Ghor & Sweet Cake,5,15,"Dhaka, Bangladesh"
7126,Juice Ghor and Mushroom Foods,6,14,"Dhaka, Bangladesh"
7127,Juice Hub,19,1,"House-488 Abdus Sobhan Road Ground Zero Complex Basundhara Dhaka-1212, 1212 Dhaka"
7130,Juice Land - Gulshan,11,9,"Dhaka, Bangladesh"
7131,Juice Land-Dhanmondi,17,3,"Dhaka, Bangladesh"
7132,Juice Mama,20,0,"Dhaka, Bangladesh"
7133,Juice N Food,1,19,"Dhaka, Bangladesh"
7134,Juice Time,6,14,"Dhaka, Bangladesh"
7135,Juice Town,9,11,"Dhaka, Bangladesh"
7136,Juice Up,1,19,"Dhaka, Bangladesh"
7137,Juice World,6,14,"Dhaka, Bangladesh"
7138,Juice World (Gulshan),12,8,"Dhaka, Bangladesh"
7139,Juice Zone,19,1,"Dhaka, Bangladesh"
7140,Juice n' Blues,7,13,"Dhaka, Bangladesh"
7141,Juicy Bar,4,16,"Dhaka, Bangladesh"
7142,Juicy Burger,12,8,"Dhaka, Bangladesh"
7143,Juicy Cafe,8,12,"Dhaka, Bangladesh"
7144,Juicy Chem,19,1,"Dhaka, Bangladesh"
7145,Juicy Chem - Bashundhara,8,12,"Dhaka, Bangladesh"
7146,Juicy Delights & Snacks Bar,10,10,"Dhaka, Bangladesh"
7147,Juicy Mammah,13,7,"Dhaka, Bangladesh"
7148,Juicy N Smoothie - Ghatpar,20,0,"Dhaka, Bangladesh"
7149,Julekha's Kitchen,16,4,"Dhaka, Bangladesh"
7150,Jumana's Kitchen,11,9,"Dhaka, Bangladesh"
7151,Junaed Food & Burger House,10,10,"Dhaka, Bangladesh"
7152,Junayed Yummy Food,1,19,"Dhaka, Bangladesh"
7153,Junk Cafe,15,5,"Dhaka, Bangladesh"
7154,Junket,15,5,"Dhaka, Bangladesh"
7155,Just A Pinch,6,14,"Dhaka, Bangladesh"
7156,Just A Taste,12,8,"Dhaka, Bangladesh"
7157,Just Cake Things - Chittagong,1,19,"Dhaka, Bangladesh"
7158,Just Cake Things Mirpur - pandago,6,14,"Dhaka, Bangladesh"
7159,Just Cake Things- Mirpur,9,11,"Dhaka, Bangladesh"
7160,Just Eat & Repeat,2,18,"Dhaka, Bangladesh"
7161,Just Eat Restaurant & Cafe,2,18,"Dhaka, Bangladesh"
7162,Just Juice- Baridhara,16,4,"Dhaka, Bangladesh"
7163,Just Juicy,7,13,"Dhaka, Bangladesh"
7164,Just Made It,8,12,"Dhaka, Bangladesh"
7165,Just Pizza,2,18,"Dhaka, Bangladesh"
7166,Juthey's Food Shop-Pandago,18,2,"Dhaka, Bangladesh"
7167,Juwel Biryani Ghor,10,10,"Dhaka, Bangladesh"
7168,K Alam's Kitchen,19,1,"Dhaka, Bangladesh"
7169,KASHFUL ROOFTOP RESTAURENT & Party centre,9,11,"Dhaka, Bangladesh"
7170,KASTURI HOTEL- Dakbangla,3,17,"Dhaka, Bangladesh"
7171,KAZI Kitchen(Roof Top),6,14,"Dhaka, Bangladesh"
7172,KB Riderz Cafe,2,18,"Dhaka, Bangladesh"
7173,KBW Kitchen,1,19,"Dhaka, Bangladesh"
7174,KCC Cafe & BBQ,4,16,"Dhaka, Bangladesh"
7175,KELLAFOTE - Cafe & Juice,20,0,"Dhaka, Bangladesh"
7176,KFC - Gazipur,16,4,"Dhaka, Bangladesh"
7177,KFC - Savar,12,8,"Dhaka, Bangladesh"
7178,KFC Baily Road,12,8,"Dhaka, Bangladesh"
7179,KFC Banani,15,5,"Dhaka, Bangladesh"
7180,KFC Bogra,20,0,"Dhaka, Bangladesh"
7181,KFC Chittagong,2,18,"Dhaka, Bangladesh"
7182,KFC Cox's Bazar,16,4,"Dhaka, Bangladesh"
7183,KFC Khulna,6,14,"Dhaka, Bangladesh"
7184,KFD Food,10,10,"Dhaka, Bangladesh"
7185,KFFC Fast Food and Catering (Food Cart),16,4,"Dhaka, Bangladesh"
7186,KFFC Fast food,14,6,"Dhaka, Bangladesh"
7187,KGN Bhat Ghor,5,15,"Dhaka, Bangladesh"
7188,KING'S DELIGHT,1,19,"Dhaka, Bangladesh"
7189,KKFC,16,4,"Dhaka, Bangladesh"
7190,KM Food Corner - Rampura,11,9,"Dhaka, Bangladesh"
7191,KRAVE,2,18,"Dhaka, Bangladesh"
7192,KRR Food Lounge,8,12,"Dhaka, Bangladesh"
7193,KS Kitchen,15,5,"Dhaka, Bangladesh"
7194,KSCS (KAIZEN SUPPLY AND CATERING SERVICES),6,14,"Dhaka, Bangladesh"
7195,KSP,8,12,"Dhaka, Bangladesh"
7196,KTM Chinese Restaurant,16,4,"Dhaka, Bangladesh"
7197,KTM Hotel,9,11,"Dhaka, Bangladesh"
7198,Ka Te Kacchi - North Badda,15,5,"Dhaka, Bangladesh"
7199,Ka Te Kacchi Express - Aftabnagar,11,9,"Dhaka, Bangladesh"
7200,Kabab  Khazana,20,0,"Dhaka, Bangladesh"
7201,Kabab & Curry - FP,1,19,"Dhaka, Bangladesh"
7202,Kabab & Curry - Faridpur,10,10,"Dhaka, Bangladesh"
7203,Kabab A Haddi,4,16,"Dhaka, Bangladesh"
