name,main_cuisine,tags
Classic Sweets - Gulshan,Dessert,classic sweet gulshan product qualiti bad dhaka dessert platform deliveri
Classic Sweets - Gulshan,Dessert,classic sweet gulshan tasti good dhaka dessert platform deliveri
Classic Sweets - Gulshan,Dessert,classic sweet gulshan good expect dhaka dessert platform deliveri
Classic Sweets - Gulshan,Dessert,classic sweet gulshan good dhaka dessert platform deliveri
Classic Sweets - Gulshan,Dessert,classic sweet gulshan delici dessert dhaka dessert platform deliveri
Classic Sweets - Gulshan,Dessert,classic sweet gulshan dhaka dessert platform deliveri
Classic Sweets - Gulshan,Dessert,classic sweet gulshan tast laddu good packag nice howev price seem littl high compar qualiti product dhaka dessert platform deliveri
Cheese Factory - Mohammadpur,Fast Food,chees factori mohammadpur dhaka fast food platform deliveri
Nurjahan's Kitchen,Bangladeshi,nurjahan kitchen dhaka bangladeshi platform deliveri
Nurjahan's Kitchen,Bangladeshi,nurjahan kitchen dhaka bangladeshi platform deliveri
Nurjahan's Kitchen,Bangladeshi,nurjahan kitchen work flavor plain rice way soft dal averag rui fish pangash fish chicken curri averag dhaka bangladeshi platform deliveri
Nurjahan's Kitchen,Bangladeshi,nurjahan kitchen order time place pangash mach lover love time dhaka bangladeshi platform deliveri
Nurjahan's Kitchen,Bangladeshi,nurjahan kitchen dhaka bangladeshi platform deliveri
Nurjahan's Kitchen,Bangladeshi,nurjahan kitchen took rice panga fish dim vorta dal excel tast recommend dhaka bangladeshi platform deliveri
Nurjahan's Kitchen,Bangladeshi,nurjahan kitchen dhaka bangladeshi platform deliveri
Nurjahan's Kitchen,Bangladeshi,nurjahan kitchen fresh delici dhaka bangladeshi platform deliveri
Nurjahan's Kitchen,Bangladeshi,nurjahan kitchen tasti food take hr come dhaka bangladeshi platform deliveri
Nurjahan's Kitchen,Bangladeshi,nurjahan kitchen dhaka bangladeshi platform deliveri
Nurjahan's Kitchen,Bangladeshi,nurjahan kitchen absolut perfect order pangash fish begun bhorta alu bhorta dal rice lemon sharbat item tasti quit enjoy meal dhaka bangladeshi platform deliveri
Nurjahan's Kitchen,Bangladeshi,nurjahan kitchen rice set menu good thank dhaka bangladeshi platform deliveri
Nurjahan's Kitchen,Bangladeshi,nurjahan kitchen order rice pangash fish good amount good tast nice packag thank chef keep dhaka bangladeshi platform deliveri
Nurjahan's Kitchen,Bangladeshi,nurjahan kitchen gravi fish yummi spice enter fish much love pangash mach lot though baddam bhorta good bhorta amaz dhaka bangladeshi platform deliveri
Nurjahan's Kitchen,Bangladeshi,nurjahan kitchen item tasti especi pangash fish fullcopi good though main problem rice item menu dhaka bangladeshi platform deliveri
Nurjahan's Kitchen,Bangladeshi,nurjahan kitchen everi food perfect today except rui fish slightli bitter know dhaka bangladeshi platform deliveri
Nurjahan's Kitchen,Bangladeshi,nurjahan kitchen forgot order rice collect nearbi restaur thing order good except pui shak bit dri dhaka bangladeshi platform deliveri
Nurjahan's Kitchen,Bangladeshi,nurjahan kitchen item order tasti felt like real home made dhaka bangladeshi platform deliveri
Nurjahan's Kitchen,Bangladeshi,nurjahan kitchen dhaka bangladeshi platform deliveri
Nurjahan's Kitchen,Bangladeshi,nurjahan kitchen seed korola remov cook item tasti usual dhaka bangladeshi platform deliveri
Nurjahan's Kitchen,Bangladeshi,nurjahan kitchen everi item tasti order pangash fish mix veget rice lemon drink dhaka bangladeshi platform deliveri
Nurjahan's Kitchen,Bangladeshi,nurjahan kitchen dhaka bangladeshi platform deliveri
Nurjahan's Kitchen,Bangladeshi,nurjahan kitchen time order lemon drink addit usual veget rice dal chicken like much love lemon drink bonu tok doi dhaka bangladeshi platform deliveri
Nurjahan's Kitchen,Bangladeshi,nurjahan kitchen dhaka bangladeshi platform deliveri
Nurjahan's Kitchen,Bangladeshi,nurjahan kitchen order rice dal rui doi fullcopi mix veget sweet pumpkin food tast excel pack properli seal leak dhaka bangladeshi platform deliveri
Nurjahan's Kitchen,Bangladeshi,nurjahan kitchen tast averag overpr less quantiti accord price dhaka bangladeshi platform deliveri
Nurjahan's Kitchen,Bangladeshi,nurjahan kitchen chicken curri tast aw rather everyth good dhaka bangladeshi platform deliveri
Nurjahan's Kitchen,Bangladeshi,nurjahan kitchen bit spici whole tasti dhaka bangladeshi platform deliveri
Nurjahan's Kitchen,Bangladeshi,nurjahan kitchen great dhaka bangladeshi platform deliveri
Khan's Kitchen,Bangladeshi,khan kitchen dhaka bangladeshi platform deliveri
LAZIZ,Kebab,laziz tast less bad food give u old food order food dhaka kebab dine
LAZIZ,Kebab,laziz worst experi ever dhaka kebab dine
LAZIZ,Kebab,laziz expect realli good deal dhaka kebab dine
LAZIZ,Kebab,laziz bad dhaka kebab dine
LAZIZ,Kebab,laziz soup ok momo properli cook wonton cold poor packag materi dhaka kebab dine
LAZIZ,Kebab,laziz crispi chicken pretti blend veget name includ portion littl noth tast good anyway dhaka kebab dine
LAZIZ,Kebab,laziz bad cold took hour tast horribl dhaka kebab dine
Instant Cake,Dessert,instant cake dhaka dessert platform deliveri
Shamima Omar's Home Kitchen,Fast Food,shamima omar home kitchen dhaka fast food platform deliveri
Burger Madness,Fast Food,burger mad dhaka fast food platform deliveri
Samaira's Kitchen,Bangladeshi,samaira kitchen dhaka bangladeshi platform deliveri
SS Kebab Factory,Fast Food,ss kebab factori dhaka fast food dine
Akbar Foods,Fast Food,akbar food dhaka fast food platform deliveri
Tawaf Mini Restaurant,Fast Food,tawaf mini restaur dhaka fast food platform deliveri
Taste of Lanka,International,tast lanka quantiti even enough one person set meal one tast horribl tast food person pretti good deliv one worst dhaka intern dine
Taste of Lanka,International,tast lanka everyth fine except packag good place curri soup pocket dhaka intern dine
Bhorta Ghor- Badda,Bangladeshi,bhorta ghor badda dhaka bangladeshi platform deliveri
Sadiq's Asian Kitchen,Bangladeshi,sadiq asian kitchen dhaka bangladeshi platform deliveri
Waffle Bee,Dessert,waffl bee waffl order ever dhaka dessert platform deliveri
Waffle Bee,Dessert,waffl bee waffl small dhaka dessert platform deliveri
Waffle Bee,Dessert,waffl bee good dhaka dessert platform deliveri
Waffle Bee,Dessert,waffl bee worth money even though reason order differ waffl even tell differ test look similar tooooo small dhaka dessert platform deliveri
Rokhsana's Cooking World,Bangladeshi,rokhsana cook world dhaka bangladeshi platform deliveri
Cafe Al-Bike,Fast Food,cafe al bike stuf insid spring roll smell bad hot dog averag chicken mushroom sandwich littl good dhaka fast food platform deliveri
Cafe Al-Bike,Fast Food,cafe al bike fresh dhaka fast food platform deliveri
Prolog,Beverage,prolog stuf salad poor compar money given present salad wrap shawrma dhaka beverag dine
Prolog,Beverage,prolog sell name green appl lemonad glass ice look total differ shown foodpanda catalog order anyth els total rip dhaka beverag dine
Little Havana,Snacks,littl havana dhaka snack platform deliveri
Mori Express By Shahjalal Snacks,Bangladeshi,mori express shahjal snack best dhaka bangladeshi platform deliveri
Mori Express By Shahjalal Snacks,Bangladeshi,mori express shahjal snack deliv cold soften jilapi may prepar hour ago yesterday know dhaka bangladeshi platform deliveri
Mori Express By Shahjalal Snacks,Bangladeshi,mori express shahjal snack food bed dhaka bangladeshi platform deliveri
Mori Express By Shahjalal Snacks,Bangladeshi,mori express shahjal snack hii price hight dicopoint dhaka bangladeshi platform deliveri
Mori Express By Shahjalal Snacks,Bangladeshi,mori express shahjal snack jhal muri good need add improv packag dhaka bangladeshi platform deliveri
In Wrap - Gulshan,Fast Food,wrap gulshan dhaka fast food platform deliveri
Susmita's Cooking,Bangladeshi,susmita cook dhaka bangladeshi platform deliveri
Taniaâ€™s Kitchen,Bangladeshi,tania kitchen dhaka bangladeshi platform deliveri
In Wrap - Gulshan,Snacks,wrap gulshan dhaka snack platform deliveri
Tandra's Ranna Ghor,Snacks,tandra ranna ghor dhaka snack platform deliveri
Italian Pizza Bar,Pizza,italian pizza bar food good depict page dhaka pizza platform deliveri
Italian Pizza Bar,Pizza,italian pizza bar good bad pizza dhaka pizza platform deliveri
Italian Pizza Bar,Pizza,italian pizza bar order buy get free get free one pizza tast horribl pizza crust burn total wast money dhaka pizza platform deliveri
Italian Pizza Bar,Pizza,italian pizza bar dhaka pizza platform deliveri
Italian Pizza Bar,Pizza,italian pizza bar bad dhaka pizza platform deliveri
Italian Pizza Bar,Pizza,italian pizza bar food qualiti poor took long time deliveri dhaka pizza platform deliveri
Italian Pizza Bar,Pizza,italian pizza bar dhaka pizza platform deliveri
Italian Pizza Bar,Pizza,italian pizza bar good dhaka pizza platform deliveri
Italian Pizza Bar,Pizza,italian pizza bar poor qualiti food dhaka pizza platform deliveri
Italian Pizza Bar,Pizza,italian pizza bar pizza seem like freshli made might old one microwav crispi chicken burger bust sure abut qualiti accord price dhaka pizza platform deliveri
Italian Pizza Bar,Pizza,italian pizza bar pizza crust cook enough deliv properli dhaka pizza platform deliveri
Italian Pizza Bar,Pizza,italian pizza bar bad experi restaur manag food tast okay dhaka pizza platform deliveri
Italian Pizza Bar,Pizza,italian pizza bar fine dhaka pizza platform deliveri
Italian Pizza Bar,Pizza,italian pizza bar burnt pizza thin dhaka pizza platform deliveri
Italian Pizza Bar,Pizza,italian pizza bar tri complaint one came chat servic also u deserv custom servic dhaka pizza platform deliveri
Italian Pizza Bar,Pizza,italian pizza bar bad deliv make shwarma dhaka pizza platform deliveri
Italian Pizza Bar,Pizza,italian pizza bar nice dhaka pizza platform deliveri
Italian Pizza Bar,Pizza,italian pizza bar worst pizza ever total tasteless wast money dhaka pizza platform deliveri
Italian Pizza Bar,Pizza,italian pizza bar thank foodpand deliveri sorri wrong address dhaka pizza platform deliveri
Italian Pizza Bar,Pizza,italian pizza bar worst pizza town dhaka pizza platform deliveri
Ghorwa Kitchen,Bangladeshi,ghorwa kitchen dhaka bangladeshi platform deliveri
Chinese Recipe - Bashtola Delivery (pandago),Chinese,chines recip bashtola deliveri pandago dhaka chines vendor deliveri
Pizza Lover,Fast Food,pizza lover great dhaka fast food platform deliveri
Pizza Lover,Fast Food,pizza lover dhaka fast food platform deliveri
Pizza Lover,Fast Food,pizza lover didnt receiv fri chicken rider insan dhaka fast food platform deliveri
Pizza Lover,Fast Food,pizza lover food excel dhaka fast food platform deliveri
Pizza Lover,Fast Food,pizza lover delici freshest crispiest french fri ever also right amount salt dhaka fast food platform deliveri
Pizza Lover,Fast Food,pizza lover poor bad tast bad qualiti food pack also good bad experi dhaka fast food platform deliveri
Pizza Lover,Fast Food,pizza lover good dhaka fast food platform deliveri
Pizza Lover,Fast Food,pizza lover get wors everyday dhaka fast food platform deliveri
Pizza Lover,Fast Food,pizza lover worst pizza ever load mozzarella chees base pizza like pran chilli dhaka fast food platform deliveri
Pizza Lover,Fast Food,pizza lover disappoint order seafood pasta bt serv chicken pasta dhaka fast food platform deliveri
Pizza Lover,Fast Food,pizza lover foul dhaka fast food platform deliveri
Pizza Lover,Fast Food,pizza lover dhaka fast food platform deliveri
Pizza Lover,Fast Food,pizza lover good pizza crust like burgr bun fluffi chewi good dhaka fast food platform deliveri
Pizza Lover,Fast Food,pizza lover excess sauc dhaka fast food platform deliveri
Pizza Lover,Fast Food,pizza lover worst pasta ever eaten way much mayonnais feel like vomit eat would recommend ever order dhaka fast food platform deliveri
Pizza Lover,Fast Food,pizza lover use sauc pasta burger amount sauc excess dhaka fast food platform deliveri
Pizza Lover,Fast Food,pizza lover bad pizza wast money dhaka fast food platform deliveri
Pizza Lover,Fast Food,pizza lover pretti good dhaka fast food platform deliveri
Pizza Lover,Fast Food,pizza lover quantiti realli expect consid price would say realli bad dhaka fast food platform deliveri
Pizza Lover,Fast Food,pizza lover worst pizza dhaka fast food platform deliveri
Pizza Lover,Fast Food,pizza lover food absolut bad must say wast money cousin home cam abroad concept bd pizza realli badm chees top hard crust dhaka fast food platform deliveri
Pizza Lover,Fast Food,pizza lover spici testless dhaka fast food platform deliveri
Pizza Lover,Fast Food,pizza lover order chicken crimin pizza terribl thick crust fill poor recommend dhaka fast food platform deliveri
Pizza Lover,Fast Food,pizza lover good arriv right time top would great give dhaka fast food platform deliveri
Pizza Lover,Fast Food,pizza lover bad dhaka fast food platform deliveri
Cilantro - Gulshan,Mexican,cilantro gulshan fish chip wasnt good dhaka mexican platform deliveri
Cilantro - Gulshan,Mexican,cilantro gulshan realli late food perfect dhaka mexican platform deliveri
Cilantro - Gulshan,Mexican,cilantro gulshan unfortun food oili quesadilla fall apart littl fill insid dhaka mexican platform deliveri
Cilantro - Gulshan,Mexican,cilantro gulshan good tast much sauc ask sauc side dhaka mexican platform deliveri
Cilantro - Gulshan,Mexican,cilantro gulshan tast good littl setback potato soft dhaka mexican platform deliveri
Cilantro - Gulshan,Mexican,cilantro gulshan worst burrito life reason price higher receipt foodpanda order dhaka mexican platform deliveri
Cilantro - Gulshan,Mexican,cilantro gulshan less chicken rice potato tasteless dhaka mexican platform deliveri
Cilantro - Gulshan,Mexican,cilantro gulshan okay dhaka mexican platform deliveri
Suma's Kitchen,Bangladeshi,suma kitchen boil egg mix pasta small size chicken found isbas bone worst pasta ever wastag money dhaka bangladeshi platform deliveri
Suma's Kitchen,Bangladeshi,suma kitchen time give r menu dhaka bangladeshi platform deliveri
Suma's Kitchen,Bangladeshi,suma kitchen dhaka bangladeshi platform deliveri
Suma's Kitchen,Bangladeshi,suma kitchen order khichuri made plain rice instead polao rice chicken soft dhaka bangladeshi platform deliveri
Suma's Kitchen,Bangladeshi,suma kitchen discount price food valu money dhaka bangladeshi platform deliveri
Suma's Kitchen,Bangladeshi,suma kitchen dhaka bangladeshi platform deliveri
Suma's Kitchen,Bangladeshi,suma kitchen awosam dhaka bangladeshi platform deliveri
Suma's Kitchen,Bangladeshi,suma kitchen dhaka bangladeshi platform deliveri
Suma's Kitchen,Bangladeshi,suma kitchen food qualiti bad chicken okay salad khichuri fresh dhaka bangladeshi platform deliveri
Suma's Kitchen,Bangladeshi,suma kitchen delici dhaka bangladeshi platform deliveri
Suma's Kitchen,Bangladeshi,suma kitchen today poor servic dhaka bangladeshi platform deliveri
Suma's Kitchen,Bangladeshi,suma kitchen verri good food dhaka bangladeshi platform deliveri
Suma's Kitchen,Bangladeshi,suma kitchen good amount chilo kichuri bashi bashi chilo chicken roast actual chicken curri r moto mone hocchilo dhaka bangladeshi platform deliveri
Suma's Kitchen,Bangladeshi,suma kitchen alway give wrong order ig dont know peopl order dhaka bangladeshi platform deliveri
Suma's Kitchen,Bangladeshi,suma kitchen spice burnt new hole stomach dhaka bangladeshi platform deliveri
Suma's Kitchen,Bangladeshi,suma kitchen everyth okay increas meat quantiti dhaka bangladeshi platform deliveri
Suma's Kitchen,Bangladeshi,suma kitchen bad test never gonna order dhaka bangladeshi platform deliveri
Samia'r Heshel,Bangladeshi,samia r heshel dhaka bangladeshi platform deliveri
Samia'r Heshel,Bangladeshi,samia r heshel one food receiv tooo much bad dhaka bangladeshi platform deliveri
Samia'r Heshel,Bangladeshi,samia r heshel egg shtki dal bhorta good beef hard chicken wasnt excit dal less salt overal avarag item seem dhonepata even chicken wasnt goo tast dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur order beef biriani receiv beef khisuri also order piec doi sold got similar imag show bodi rate sold dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur good good dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur good dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur order chicken khichuri smell bad probabl rotten dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur fli dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur quantiti food satisfactori dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur mutton tasti bad dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur small egg sim half egg paratha wall well cook dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur good qualiti quantiti dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur tea awesom breakfast need improv packag dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur wrong item given dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur food quantiti inadequ compar price dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur bad dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur bad item give bad smell dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur poor tast low qualiti dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur salad gd dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur meat good dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur take long time deliv disappoint dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur absolut food quantiti poor dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur day day qualiti fall poor portion size bad smell dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur order beef biriyani food good satisfi qualiti dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur order rice beef dal everyth seem quit good overal satisfi food dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur order beef biriyani egg bhuna khichuri seem good enough recommend dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur averag gravi digest like swallow dri food dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur overal beef excel also tri dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur awesom dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur order nihari provid khashir paya accept also took price dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur nehari satisfactori portion enough one person thank dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur mix veget paratha good item breakfast shadhin restaur dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur portion size bad dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur bad piec meat piec bone never order also foodpanda show high price dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur salad curri khichuri made curcuma dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur bad late deliveri dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur chicken rost chicken jall curri food testi dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur good usual dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur improv tast khichuri chicken dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur broth salad saltless tasteless dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur realli enjoy food special egg khichuri realli tasti fresh think use mustard oil khichuri tasti portion size also satisfactori dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur excel alway khichuri good tast alway dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur excel tasti khichuri amount enough quick deliveri alway dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur amount enough good money delici worth money dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur worst restaur dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur order mix veget given buter dal dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur chingri vorta pc taka pictur vorta insuffici angri one dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur taki fish bhortawaa full salt chickem biriyani dri gravi roast disappoint dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur place order egg khichuri gave khichuri egg dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur fulli dri provid gravi salad request still provid dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur kichuri fresh much spici dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur horribl experi eat pabda fish bad dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur vorta valu money dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur good dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur chicken soup kolija bhuna paratha perfect breakfast item shadhin restaur dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur good dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur grill tast better dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur worst chicken khichuri dhaka citi ever dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur worth money size chicken small hand follow order menu deliv product wish dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur good dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur cheat dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur worst order beef khichuri serv chicken prize shame dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur chiken piec egg piec tasti khichuri tasti dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur delici dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur bad never order dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur averag dhaka bangladeshi platform deliveri
Shadhin Restaurant,Bangladeshi,shadhin restaur rice rotten complet dhaka bangladeshi platform deliveri
Al-Modina Bangla Khabar Hotel & Restaurant,Bangladeshi,al modina bangla khabar hotel restaur dhaka bangladeshi platform deliveri
Metro Kitchen,Fast Food,metro kitchen dhaka fast food platform deliveri
Food Burger House - Shahjadpur,Fast Food,food burger hous shahjadpur miss soft drink wrong item dhaka fast food platform deliveri
Food Burger House - Shahjadpur,Fast Food,food burger hous shahjadpur food great tomato borta miss order dhaka fast food platform deliveri
Food Burger House - Shahjadpur,Fast Food,food burger hous shahjadpur good soup dhaka fast food platform deliveri
Food Burger House - Shahjadpur,Fast Food,food burger hous shahjadpur veget order complet miss good experi dhaka fast food platform deliveri
Food Burger House - Shahjadpur,Fast Food,food burger hous shahjadpur dhaka fast food platform deliveri
Food Burger House - Shahjadpur,Fast Food,food burger hous shahjadpur great alhamdulillah dhaka fast food platform deliveri
Food Burger House - Shahjadpur,Fast Food,food burger hous shahjadpur white sauc sub sandwich total dri dhaka fast food platform deliveri
Food Burger House - Shahjadpur,Fast Food,food burger hous shahjadpur good pizza dhaka fast food platform deliveri
Food Burger House - Shahjadpur,Fast Food,food burger hous shahjadpur noodl overcook dhaka fast food platform deliveri
Food Burger House - Shahjadpur,Fast Food,food burger hous shahjadpur realli good dhaka fast food platform deliveri
Food Burger House - Shahjadpur,Fast Food,food burger hous shahjadpur averag dhaka fast food platform deliveri
Food Burger House - Shahjadpur,Fast Food,food burger hous shahjadpur order beef noodl provid chicken noodl dhaka fast food platform deliveri
Food Burger House - Shahjadpur,Fast Food,food burger hous shahjadpur upto mark dhaka fast food platform deliveri
Six Season Chinese Restaurant,Chinese,six season chines restaur order chicken fri rice gave egg fri rice instead disappoint experi dhaka chines dine
Six Season Chinese Restaurant,Chinese,six season chines restaur fri rice good reason price dhaka chines dine
Six Season Chinese Restaurant,Chinese,six season chines restaur chicken chowmein larg quantiti unsatisfactori qualiti could bare find chicken dhaka chines dine
Six Season Chinese Restaurant,Chinese,six season chines restaur wors tom yum soup v ever test dhaka chines dine
Six Season Chinese Restaurant,Chinese,six season chines restaur superb food tast price perfect dhaka chines dine
Six Season Chinese Restaurant,Chinese,six season chines restaur dhaka chines dine
Six Season Chinese Restaurant,Chinese,six season chines restaur dhaka chines dine
Six Season Chinese Restaurant,Chinese,six season chines restaur crispi noodl tast much salti dhaka chines dine
Six Season Chinese Restaurant,Chinese,six season chines restaur chicken special fri rice even well cook rice prawn recommend one dhaka chines dine
Six Season Chinese Restaurant,Chinese,six season chines restaur noodl test good improv lot dhaka chines dine
Six Season Chinese Restaurant,Chinese,six season chines restaur beef good item good dhaka chines dine
Six Season Chinese Restaurant,Chinese,six season chines restaur food tasti expect r price high food good pack poor n low qualiti dhaka chines dine
Six Season Chinese Restaurant,Chinese,six season chines restaur scrumptiou order dhaka chines dine
Six Season Chinese Restaurant,Chinese,six season chines restaur fri chicken cold hard cook fri rice carrot rice dhaka chines dine
Six Season Chinese Restaurant,Chinese,six season chines restaur order dhaka chines dine
Six Season Chinese Restaurant,Chinese,six season chines restaur way expens dhaka chines dine
Six Season Chinese Restaurant,Chinese,six season chines restaur meal good take hour deliveri disturb dhaka chines dine
Six Season Chinese Restaurant,Chinese,six season chines restaur quantiti enough dhaka chines dine
Six Season Chinese Restaurant,Chinese,six season chines restaur order good qualiti tasti dhaka chines dine
Six Season Chinese Restaurant,Chinese,six season chines restaur qualiti food good quantiti good tast dhaka chines dine
Six Season Chinese Restaurant,Chinese,six season chines restaur shrimp rotten think dhaka chines dine
Six Season Chinese Restaurant,Chinese,six season chines restaur bit expens quit good tast tri chines meal dhaka chines dine
Six Season Chinese Restaurant,Chinese,six season chines restaur order american chopsuey quantiti good like gravi like tast much dhaka chines dine
Six Season Chinese Restaurant,Chinese,six season chines restaur scrumptiou order dhaka chines dine
Six Season Chinese Restaurant,Chinese,six season chines restaur order chowmen send noodl dhaka chines dine
Six Season Chinese Restaurant,Chinese,six season chines restaur food alway great term qualiti tast use proper ingredi use order alway get standard food dhaka chines dine
Six Season Chinese Restaurant,Chinese,six season chines restaur fantast dhaka chines dine
Six Season Chinese Restaurant,Chinese,six season chines restaur provid veget fri rice instead chicken fri rice regular custom itz quit disappoint plz check packag send us dhaka chines dine
Six Season Chinese Restaurant,Chinese,six season chines restaur recommend dhaka chines dine
Six Season Chinese Restaurant,Chinese,six season chines restaur tast grate usual dhaka chines dine
Sweety's Fresh Homemade Food,Snacks,sweeti fresh homemad food dhaka snack platform deliveri
Bluelime,Beverage,bluelim order choco coffe give normal coffe fair wish next time dhaka beverag platform deliveri
